¿¬¿ù,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
2018-11-01,OA004129,8,6.0,9.0,8.0,8.0,8.0,10.0,2018-04-13,2018-11-01,6
2018-11-01,OA057953,8,9.0,8.0,7.0,8.0,9.0,9.0,2018-04-08,2018-11-01,6
2018-11-01,OA058104,7,8.0,7.0,10.0,6.0,9.0,11.0,2018-05-07,2018-11-01,5
2018-11-01,OA068305,3,2.0,4.0,4.0,6.0,7.0,10.0,2018-05-11,2018-11-01,5
2018-11-01,OA086620,9,8.0,8.0,11.0,7.0,11.0,9.0,2018-05-05,2018-11-01,5
2018-11-01,OA100873,8,8.0,11.0,10.0,7.0,8.0,10.0,2018-05-10,2018-11-01,5
2018-11-01,OA126055,2,6.0,5.0,4.0,9.0,9.0,8.0,2018-05-14,2018-11-01,5
2018-11-01,OA157445,1,3.0,4.0,2.0,3.0,6.0,7.0,2018-04-01,2018-11-01,7
2018-11-01,OA211420,4,2.0,5.0,7.0,4.0,6.0,7.0,2018-05-03,2018-11-01,5
2018-11-01,OA245976,3,5.0,2.0,3.0,2.0,5.0,7.0,2018-04-15,2018-11-01,6
2018-11-01,OA247479,5,3.0,3.0,1.0,5.0,7.0,12.0,2018-05-07,2018-11-01,5
2018-11-01,OA268998,3,3.0,3.0,5.0,5.0,6.0,10.0,2018-05-10,2018-11-01,5
2018-11-01,OA396855,2,4.0,2.0,5.0,4.0,6.0,8.0,2018-04-13,2018-11-01,6
2018-11-01,OA397694,4,2.0,6.0,3.0,6.0,7.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,OA402491,3,4.0,3.0,6.0,6.0,8.0,9.0,2018-05-06,2018-11-01,5
2018-11-01,OA405652,2,4.0,4.0,4.0,6.0,4.0,8.0,2018-04-15,2018-11-01,6
2018-11-01,OA441503,4,3.0,2.0,6.0,7.0,8.0,10.0,2018-05-12,2018-11-01,5
2018-11-01,OA472503,6,5.0,3.0,1.0,9.0,8.0,6.0,2018-04-08,2018-11-01,6
2018-11-01,OA484337,5,4.0,7.0,3.0,4.0,7.0,10.0,2018-04-13,2018-11-01,6
2018-11-01,OA546913,5,4.0,3.0,5.0,5.0,9.0,9.0,2018-04-04,2018-11-01,6
2018-11-01,OA567940,4,4.0,4.0,4.0,6.0,6.0,6.0,2018-05-07,2018-11-01,5
2018-11-01,OA578672,6,10.0,9.0,9.0,9.0,10.0,6.0,2018-05-11,2018-11-01,5
2018-11-01,OA594481,3,4.0,1.0,4.0,5.0,7.0,5.0,2018-05-10,2018-11-01,5
2018-11-01,OA653002,4,3.0,5.0,6.0,10.0,6.0,12.0,2018-05-12,2018-11-01,5
2018-11-01,OA660152,4,7.0,9.0,10.0,9.0,9.0,9.0,2018-05-10,2018-11-01,5
2018-11-01,OA663815,3,5.0,4.0,2.0,4.0,6.0,5.0,2018-04-04,2018-11-01,6
2018-11-01,OA680638,2,1.0,6.0,6.0,4.0,5.0,8.0,2018-04-11,2018-11-01,6
2018-11-01,OA694533,7,9.0,7.0,6.0,8.0,8.0,10.0,2018-04-08,2018-11-01,6
2018-11-01,OA695959,1,3.0,7.0,6.0,5.0,8.0,6.0,2018-05-04,2018-11-01,5
2018-11-01,OA710903,4,2.0,5.0,7.0,7.0,4.0,9.0,2018-04-15,2018-11-01,6
2018-11-01,OA761455,4,4.0,2.0,3.0,4.0,6.0,8.0,2018-04-09,2018-11-01,6
2018-11-01,OA777947,2,5.0,3.0,1.0,3.0,3.0,7.0,2018-05-01,2018-11-01,6
2018-11-01,OA794712,6,8.0,7.0,10.0,7.0,10.0,11.0,2018-05-03,2018-11-01,5
2018-11-01,OA802798,5,6.0,9.0,9.0,6.0,9.0,9.0,2018-05-03,2018-11-01,5
2018-11-01,OA850618,2,3.0,2.0,4.0,4.0,5.0,9.0,2018-05-10,2018-11-01,5
2018-11-01,OA923186,4,3.0,4.0,3.0,4.0,5.0,8.0,2018-05-08,2018-11-01,5
2018-11-01,OA973146,6,6.0,4.0,2.0,3.0,5.0,6.0,2018-04-11,2018-11-01,6
2018-11-01,PL003692,11,5.0,7.0,4.0,8.0,9.0,7.0,2018-05-12,2018-11-01,5
2018-11-01,PL012044,4,6.0,9.0,8.0,9.0,8.0,7.0,2018-04-14,2018-11-01,6
2018-11-01,PL013000,6,7.0,7.0,7.0,9.0,9.0,8.0,2018-05-15,2018-11-01,5
2018-11-01,PL064289,1,5.0,5.0,1.0,2.0,5.0,4.0,2018-04-15,2018-11-01,6
2018-11-01,PL074136,4,1.0,3.0,5.0,3.0,7.0,10.0,2018-05-04,2018-11-01,5
2018-11-01,PL148706,6,8.0,8.0,5.0,6.0,9.0,9.0,2018-05-10,2018-11-01,5
2018-11-01,PL227814,7,7.0,9.0,6.0,9.0,10.0,7.0,2018-04-05,2018-11-01,6
2018-11-01,PL248851,4,5.0,5.0,7.0,9.0,6.0,8.0,2018-04-03,2018-11-01,6
2018-11-01,PL300201,3,4.0,4.0,4.0,6.0,8.0,11.0,2018-05-02,2018-11-01,5
2018-11-01,PL302535,6,9.0,8.0,6.0,7.0,10.0,12.0,2018-04-06,2018-11-01,6
2018-11-01,PL333517,7,6.0,7.0,6.0,6.0,8.0,7.0,2018-05-03,2018-11-01,5
2018-11-01,PL397032,2,4.0,1.0,5.0,3.0,7.0,7.0,2018-05-09,2018-11-01,5
2018-11-01,PL432893,8,6.0,7.0,8.0,7.0,7.0,8.0,2018-05-07,2018-11-01,5
2018-11-01,PL512409,6,3.0,3.0,3.0,5.0,7.0,5.0,2018-05-11,2018-11-01,5
2018-11-01,PL535994,1,2.0,3.0,2.0,5.0,6.0,8.0,2018-05-05,2018-11-01,5
2018-11-01,PL542865,4,4.0,5.0,3.0,4.0,3.0,3.0,2018-04-09,2018-11-01,6
2018-11-01,PL560620,9,9.0,6.0,9.0,5.0,7.0,10.0,2018-05-11,2018-11-01,5
2018-11-01,PL683089,5,3.0,2.0,4.0,5.0,5.0,7.0,2018-04-08,2018-11-01,6
2018-11-01,PL734553,5,4.0,3.0,1.0,10.0,9.0,9.0,2018-05-13,2018-11-01,5
2018-11-01,PL745124,2,3.0,3.0,1.0,3.0,4.0,5.0,2018-04-13,2018-11-01,6
2018-11-01,PL790086,2,5.0,5.0,4.0,3.0,9.0,9.0,2018-05-07,2018-11-01,5
2018-11-01,PL806332,3,5.0,5.0,7.0,6.0,9.0,7.0,2018-05-06,2018-11-01,5
2018-11-01,PL849292,3,3.0,4.0,6.0,6.0,6.0,8.0,2018-04-14,2018-11-01,6
2018-11-01,PL907705,1,6.0,2.0,2.0,5.0,7.0,4.0,2018-05-06,2018-11-01,5
2018-11-01,PL928334,3,2.0,2.0,3.0,4.0,7.0,10.0,2018-05-07,2018-11-01,5
2018-11-01,PL930272,9,8.0,9.0,11.0,7.0,8.0,5.0,2018-04-01,2018-11-01,7
2018-11-01,PL959979,6,8.0,11.0,9.0,9.0,7.0,7.0,2018-05-08,2018-11-01,5
2018-11-01,PL969360,8,8.0,6.0,6.0,9.0,8.0,7.0,2018-04-11,2018-11-01,6
2018-11-01,TS023870,2,4.0,4.0,6.0,7.0,6.0,11.0,2018-05-02,2018-11-01,5
2018-11-01,TS034873,6,7.0,8.0,9.0,8.0,8.0,8.0,2018-05-01,2018-11-01,6
2018-11-01,TS075183,2,3.0,2.0,5.0,5.0,4.0,5.0,2018-04-12,2018-11-01,6
2018-11-01,TS174464,6,7.0,8.0,9.0,6.0,8.0,10.0,2018-04-11,2018-11-01,6
2018-11-01,TS310889,7,7.0,8.0,8.0,8.0,9.0,8.0,2018-05-03,2018-11-01,5
2018-11-01,TS315466,5,5.0,3.0,3.0,2.0,6.0,8.0,2018-05-01,2018-11-01,6
2018-11-01,TS349770,2,1.0,3.0,3.0,5.0,6.0,7.0,2018-05-04,2018-11-01,5
2018-11-01,TS357747,10,9.0,7.0,8.0,8.0,8.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,TS551344,2,3.0,3.0,5.0,5.0,8.0,9.0,2018-05-14,2018-11-01,5
2018-11-01,TS617231,3,5.0,5.0,5.0,5.0,7.0,8.0,2018-05-09,2018-11-01,5
2018-11-01,TS655367,2,4.0,2.0,3.0,2.0,6.0,7.0,2018-04-05,2018-11-01,6
2018-11-01,TS660166,4,3.0,7.0,6.0,6.0,6.0,7.0,2018-05-10,2018-11-01,5
2018-11-01,TS736914,7,7.0,8.0,8.0,7.0,7.0,9.0,2018-05-12,2018-11-01,5
2018-11-01,TS761925,3,3.0,3.0,4.0,4.0,7.0,5.0,2018-05-04,2018-11-01,5
2018-11-01,TS763203,7,7.0,9.0,9.0,6.0,7.0,11.0,2018-04-13,2018-11-01,6
2018-11-01,TS810276,2,2.0,4.0,6.0,5.0,8.0,8.0,2018-05-12,2018-11-01,5
2018-11-01,TS848093,4,3.0,3.0,5.0,4.0,7.0,7.0,2018-05-12,2018-11-01,5
2018-11-01,TS894938,4,4.0,5.0,2.0,2.0,7.0,6.0,2018-04-01,2018-11-01,7
2018-11-01,TS917520,6,5.0,7.0,8.0,10.0,8.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,TS977703,5,8.0,8.0,8.0,8.0,7.0,4.0,2018-04-15,2018-11-01,6
2018-12-01,AS008805,5,3.0,2.0,2.0,5.0,7.0,8.0,2018-06-07,2018-12-01,5
2018-12-01,AS015233,9,7.0,7.0,9.0,11.0,5.0,7.0,2018-05-13,2018-12-01,6
2018-12-01,AS025956,1,4.0,4.0,5.0,7.0,7.0,6.0,2018-05-09,2018-12-01,6
2018-12-01,AS029624,5,6.0,4.0,1.0,5.0,7.0,5.0,2018-05-08,2018-12-01,6
2018-12-01,AS100947,8,8.0,9.0,6.0,8.0,7.0,8.0,2018-05-12,2018-12-01,6
2018-12-01,AS115149,3,3.0,2.0,1.0,3.0,7.0,7.0,2018-05-11,2018-12-01,6
2018-12-01,AS185951,2,3.0,1.0,5.0,3.0,3.0,7.0,2018-04-09,2018-12-01,7
2018-12-01,AS197200,9,9.0,12.0,6.0,8.0,9.0,6.0,2018-04-15,2018-12-01,7
2018-12-01,AS200286,4,3.0,3.0,6.0,3.0,6.0,6.0,2018-04-06,2018-12-01,7
2018-12-01,AS212132,2,2.0,3.0,4.0,5.0,7.0,6.0,2018-06-07,2018-12-01,5
2018-12-01,AS217722,7,7.0,7.0,11.0,8.0,8.0,7.0,2018-06-10,2018-12-01,5
2018-12-01,AS220726,3,4.0,2.0,2.0,5.0,3.0,10.0,2018-05-12,2018-12-01,6
2018-12-01,AS251169,3,2.0,2.0,4.0,6.0,5.0,8.0,2018-04-03,2018-12-01,7
2018-12-01,AS345469,1,5.0,1.0,3.0,5.0,6.0,5.0,2018-04-12,2018-12-01,7
2018-12-01,AS388908,3,2.0,2.0,4.0,3.0,5.0,5.0,2018-05-11,2018-12-01,6
2018-12-01,AS471761,7,8.0,8.0,7.0,8.0,7.0,8.0,2018-06-13,2018-12-01,5
2018-12-01,AS472959,5,1.0,3.0,3.0,6.0,6.0,10.0,2018-06-04,2018-12-01,5
2018-12-01,AS509237,3,4.0,3.0,2.0,1.0,2.0,4.0,2018-04-06,2018-12-01,7
2018-12-01,AS546422,4,3.0,1.0,5.0,7.0,4.0,10.0,2018-04-10,2018-12-01,7
2018-12-01,AS584134,4,3.0,5.0,4.0,6.0,2.0,5.0,2018-05-05,2018-12-01,6
2018-12-01,AS609865,6,6.0,9.0,8.0,8.0,10.0,11.0,2018-06-12,2018-12-01,5
2018-12-01,AS628722,5,2.0,3.0,5.0,4.0,6.0,4.0,2018-04-15,2018-12-01,7
2018-12-01,AS654830,5,7.0,6.0,8.0,9.0,6.0,8.0,2018-06-12,2018-12-01,5
2018-12-01,AS665097,2,1.0,2.0,3.0,3.0,8.0,9.0,2018-06-08,2018-12-01,5
2018-12-01,AS680056,4,3.0,5.0,3.0,4.0,7.0,7.0,2018-06-08,2018-12-01,5
2018-12-01,AS708113,1,1.0,2.0,7.0,5.0,7.0,8.0,2018-06-08,2018-12-01,5
2018-12-01,AS721170,3,1.0,1.0,1.0,2.0,5.0,6.0,2018-04-12,2018-12-01,7
2018-12-01,AS748245,3,3.0,2.0,5.0,6.0,8.0,7.0,2018-06-03,2018-12-01,5
2018-12-01,AS814353,7,7.0,9.0,9.0,11.0,7.0,8.0,2018-05-05,2018-12-01,6
2018-12-01,AS822877,7,7.0,6.0,7.0,10.0,7.0,11.0,2018-06-02,2018-12-01,5
2018-12-01,AS823436,2,4.0,6.0,3.0,1.0,6.0,7.0,2018-04-01,2018-12-01,8
2018-12-01,AS854424,1,2.0,5.0,4.0,5.0,5.0,8.0,2018-06-09,2018-12-01,5
2018-12-01,AS859775,7,8.0,8.0,12.0,9.0,7.0,10.0,2018-06-10,2018-12-01,5
2018-12-01,AS886872,8,5.0,11.0,8.0,7.0,7.0,8.0,2018-04-12,2018-12-01,7
2018-12-01,GD001932,3,2.0,7.0,6.0,7.0,6.0,8.0,2018-05-04,2018-12-01,6
2018-12-01,GD082530,7,7.0,8.0,7.0,10.0,9.0,6.0,2018-05-13,2018-12-01,6
2018-12-01,GD098851,4,2.0,7.0,5.0,6.0,9.0,6.0,2018-04-12,2018-12-01,7
2018-12-01,GD115456,2,4.0,2.0,2.0,4.0,4.0,2.0,2018-04-05,2018-12-01,7
2018-12-01,GD121535,2,2.0,3.0,4.0,5.0,6.0,7.0,2018-06-12,2018-12-01,5
2018-12-01,GD137323,3,3.0,3.0,6.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
2018-12-01,GD174951,2,5.0,3.0,4.0,4.0,4.0,6.0,2018-04-14,2018-12-01,7
2018-12-01,GD192754,2,5.0,3.0,3.0,6.0,6.0,7.0,2018-06-06,2018-12-01,5
2018-12-01,GD203795,3,2.0,2.0,6.0,7.0,5.0,9.0,2018-05-09,2018-12-01,6
2018-12-01,GD210507,4,5.0,3.0,5.0,6.0,7.0,6.0,2018-04-11,2018-12-01,7
2018-12-01,GD289362,9,7.0,7.0,10.0,7.0,9.0,10.0,2018-05-04,2018-12-01,6
2018-12-01,GD309433,3,3.0,2.0,2.0,5.0,9.0,8.0,2018-05-13,2018-12-01,6
2018-12-01,GD314208,3,4.0,2.0,6.0,5.0,7.0,8.0,2018-06-12,2018-12-01,5
2018-12-01,GD324324,2,1.0,3.0,6.0,5.0,8.0,10.0,2018-06-15,2018-12-01,5
2018-12-01,GD325851,9,8.0,8.0,8.0,6.0,5.0,8.0,2018-04-13,2018-12-01,7
2018-12-01,GD372798,3,3.0,3.0,7.0,3.0,4.0,8.0,2018-06-05,2018-12-01,5
2018-12-01,GD459084,7,7.0,8.0,9.0,7.0,10.0,9.0,2018-06-08,2018-12-01,5
2018-12-01,GD523289,2,2.0,2.0,4.0,3.0,7.0,5.0,2018-05-15,2018-12-01,6
2018-12-01,GD563242,8,4.0,4.0,7.0,11.0,9.0,8.0,2018-04-05,2018-12-01,7
2018-12-01,GD594854,9,11.0,7.0,9.0,6.0,8.0,7.0,2018-05-15,2018-12-01,6
2018-12-01,GD646501,1,2.0,2.0,4.0,4.0,5.0,6.0,2018-04-12,2018-12-01,7
2018-12-01,GD659982,10,7.0,9.0,5.0,7.0,8.0,10.0,2018-06-10,2018-12-01,5
2018-12-01,GD700354,5,2.0,4.0,3.0,2.0,5.0,5.0,2018-05-05,2018-12-01,6
2018-12-01,GD706415,4,3.0,4.0,2.0,3.0,5.0,7.0,2018-05-05,2018-12-01,6
2018-12-01,GD716223,3,4.0,8.0,9.0,7.0,6.0,9.0,2018-04-15,2018-12-01,7
2018-12-01,GD730210,1,4.0,2.0,2.0,7.0,5.0,8.0,2018-06-02,2018-12-01,5
2018-12-01,GD763297,5,3.0,4.0,3.0,5.0,8.0,9.0,2018-06-13,2018-12-01,5
2018-12-01,GD766769,1,2.0,3.0,5.0,7.0,4.0,7.0,2018-05-09,2018-12-01,6
2018-12-01,GD797764,4,3.0,1.0,7.0,6.0,6.0,9.0,2018-05-02,2018-12-01,6
2018-12-01,GD807513,9,9.0,9.0,10.0,6.0,8.0,9.0,2018-06-03,2018-12-01,5
2018-12-01,GD821903,10,7.0,8.0,9.0,9.0,9.0,7.0,2018-05-11,2018-12-01,6
2018-12-01,GD862688,5,8.0,7.0,9.0,9.0,6.0,10.0,2018-05-08,2018-12-01,6
2018-12-01,GD869667,6,8.0,10.0,11.0,9.0,5.0,12.0,2018-06-11,2018-12-01,5
2018-12-01,GD892565,8,5.0,8.0,8.0,9.0,7.0,10.0,2018-05-02,2018-12-01,6
2018-12-01,GD893916,7,8.0,10.0,8.0,9.0,10.0,12.0,2018-06-08,2018-12-01,5
2018-12-01,GD903750,2,1.0,3.0,5.0,8.0,10.0,6.0,2018-06-07,2018-12-01,5
2018-12-01,GD913324,7,5.0,8.0,6.0,7.0,10.0,7.0,2018-05-05,2018-12-01,6
2018-12-01,GD931906,1,4.0,1.0,5.0,6.0,4.0,9.0,2018-05-04,2018-12-01,6
2018-12-01,GD991319,2,3.0,2.0,4.0,4.0,6.0,8.0,2018-06-08,2018-12-01,5
2018-12-01,HD024506,3,2.0,3.0,4.0,2.0,11.0,10.0,2018-06-12,2018-12-01,5
2018-12-01,HD032015,4,2.0,4.0,4.0,5.0,6.0,8.0,2018-04-14,2018-12-01,7
2018-12-01,HD104614,3,2.0,3.0,4.0,5.0,3.0,6.0,2018-04-15,2018-12-01,7
2018-12-01,HD146199,11,10.0,9.0,7.0,7.0,8.0,9.0,2018-04-09,2018-12-01,7
2018-12-01,HD187665,8,8.0,8.0,6.0,7.0,8.0,6.0,2018-05-15,2018-12-01,6
2018-12-01,HD192887,6,4.0,4.0,8.0,6.0,7.0,9.0,2018-06-01,2018-12-01,6
2018-12-01,HD221159,5,4.0,5.0,2.0,5.0,3.0,5.0,2018-05-06,2018-12-01,6
2018-12-01,HD291079,3,3.0,2.0,5.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
2018-12-01,HD295608,3,3.0,3.0,1.0,4.0,3.0,4.0,2018-04-11,2018-12-01,7
2018-12-01,HD351145,5,3.0,4.0,3.0,2.0,4.0,5.0,2018-04-04,2018-12-01,7
2018-12-01,HD384128,6,6.0,9.0,9.0,7.0,9.0,9.0,2018-05-02,2018-12-01,6
2018-12-01,HD402002,7,10.0,6.0,7.0,10.0,12.0,9.0,2018-04-13,2018-12-01,7
2018-12-01,HD426886,8,9.0,7.0,9.0,11.0,8.0,8.0,2018-04-05,2018-12-01,7
2018-12-01,HD443173,1,3.0,3.0,5.0,2.0,3.0,5.0,2018-05-14,2018-12-01,6
2018-12-01,HD459890,4,3.0,3.0,2.0,3.0,6.0,5.0,2018-05-11,2018-12-01,6
2018-12-01,HD487220,10,9.0,7.0,10.0,9.0,8.0,7.0,2018-05-11,2018-12-01,6
2018-12-01,HD523855,4,4.0,4.0,6.0,5.0,7.0,8.0,2018-04-04,2018-12-01,7
2018-12-01,HD555581,9,9.0,8.0,8.0,9.0,8.0,8.0,2018-06-03,2018-12-01,5
2018-12-01,HD565805,3,2.0,3.0,2.0,4.0,7.0,8.0,2018-06-01,2018-12-01,6
2018-12-01,HD571515,3,2.0,2.0,5.0,5.0,7.0,8.0,2018-04-15,2018-12-01,7
2018-12-01,HD580454,8,6.0,7.0,5.0,11.0,10.0,9.0,2018-04-05,2018-12-01,7
2018-12-01,HD625291,4,3.0,3.0,5.0,5.0,6.0,6.0,2018-06-01,2018-12-01,6
2018-12-01,HD634523,3,1.0,1.0,1.0,5.0,6.0,7.0,2018-04-13,2018-12-01,7
2018-12-01,HD678019,3,5.0,2.0,4.0,4.0,8.0,8.0,2018-06-02,2018-12-01,5
2018-12-01,HD707253,5,6.0,5.0,9.0,6.0,8.0,9.0,2018-05-06,2018-12-01,6
2018-12-01,HD724425,6,8.0,7.0,5.0,8.0,8.0,9.0,2018-06-04,2018-12-01,5
2018-12-01,HD736119,7,7.0,4.0,5.0,7.0,9.0,9.0,2018-05-10,2018-12-01,6
2018-12-01,HD738121,11,7.0,8.0,8.0,9.0,7.0,6.0,2018-06-09,2018-12-01,5
2018-12-01,HD743673,2,3.0,2.0,3.0,1.0,6.0,7.0,2018-05-14,2018-12-01,6
2018-12-01,HD747321,4,4.0,7.0,4.0,6.0,6.0,9.0,2018-05-09,2018-12-01,6
2018-12-01,HD762655,3,6.0,5.0,3.0,5.0,4.0,9.0,2018-06-08,2018-12-01,5
2018-12-01,HD805503,7,7.0,7.0,7.0,5.0,8.0,7.0,2018-05-01,2018-12-01,7
2018-12-01,HD814444,6,7.0,9.0,6.0,6.0,10.0,6.0,2018-04-04,2018-12-01,7
2018-12-01,HD832421,2,3.0,3.0,6.0,6.0,9.0,9.0,2018-06-13,2018-12-01,5
2018-12-01,HD841739,2,3.0,3.0,7.0,5.0,8.0,7.0,2018-06-06,2018-12-01,5
2018-12-01,HD981197,2,1.0,4.0,3.0,3.0,6.0,7.0,2018-04-15,2018-12-01,7
2018-12-01,HI013029,9,9.0,6.0,8.0,7.0,9.0,10.0,2018-05-10,2018-12-01,6
2018-12-01,HI058807,8,8.0,6.0,5.0,9.0,10.0,8.0,2018-05-02,2018-12-01,6
2018-12-01,HI099779,4,6.0,9.0,7.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
2018-12-01,HI103175,6,7.0,8.0,8.0,7.0,8.0,10.0,2018-05-15,2018-12-01,6
2018-12-01,HI140097,1,1.0,5.0,4.0,5.0,6.0,8.0,2018-04-07,2018-12-01,7
2018-12-01,HI154843,6,8.0,8.0,6.0,9.0,6.0,8.0,2018-06-05,2018-12-01,5
2018-12-01,HI205526,7,8.0,6.0,9.0,10.0,7.0,10.0,2018-06-12,2018-12-01,5
2018-12-01,HI218595,10,8.0,8.0,11.0,10.0,9.0,8.0,2018-06-10,2018-12-01,5
2018-12-01,HI271061,1,3.0,3.0,3.0,3.0,9.0,8.0,2018-06-03,2018-12-01,5
2018-12-01,HI302801,6,4.0,2.0,1.0,4.0,3.0,8.0,2018-04-05,2018-12-01,7
2018-12-01,HI312309,10,7.0,10.0,9.0,10.0,7.0,6.0,2018-06-15,2018-12-01,5
2018-12-01,HI331377,7,9.0,9.0,7.0,8.0,8.0,7.0,2018-04-11,2018-12-01,7
2018-12-01,HI367242,7,7.0,6.0,8.0,7.0,8.0,9.0,2018-04-07,2018-12-01,7
2018-12-01,HI368031,8,10.0,9.0,8.0,3.0,8.0,8.0,2018-04-03,2018-12-01,7
2018-12-01,HI372505,4,5.0,8.0,3.0,4.0,7.0,7.0,2018-05-01,2018-12-01,7
2018-12-01,HI402688,3,2.0,3.0,6.0,6.0,5.0,6.0,2018-04-12,2018-12-01,7
2018-12-01,HI415680,4,5.0,3.0,7.0,7.0,7.0,6.0,2018-06-09,2018-12-01,5
2018-12-01,HI446535,1,2.0,8.0,7.0,6.0,7.0,7.0,2018-05-05,2018-12-01,6
2018-12-01,HI474778,7,6.0,6.0,7.0,9.0,5.0,10.0,2018-05-04,2018-12-01,6
2018-12-01,HI513968,8,7.0,8.0,6.0,7.0,10.0,10.0,2018-06-06,2018-12-01,5
2018-12-01,HI560276,1,2.0,5.0,5.0,6.0,7.0,10.0,2018-06-08,2018-12-01,5
2018-12-01,HI562740,7,7.0,10.0,9.0,7.0,6.0,7.0,2018-05-06,2018-12-01,6
2018-12-01,HI570258,4,4.0,2.0,4.0,2.0,5.0,5.0,2018-04-11,2018-12-01,7
2018-12-01,HI575026,7,8.0,7.0,7.0,8.0,6.0,9.0,2018-05-05,2018-12-01,6
2018-12-01,HI599889,6,8.0,8.0,6.0,8.0,6.0,8.0,2018-04-13,2018-12-01,7
2018-12-01,HI606358,2,1.0,6.0,5.0,1.0,3.0,4.0,2018-04-14,2018-12-01,7
2018-12-01,HI620428,3,2.0,2.0,6.0,7.0,7.0,9.0,2018-06-06,2018-12-01,5
2018-12-01,HI630247,9,9.0,7.0,6.0,8.0,9.0,10.0,2018-05-01,2018-12-01,7
2018-12-01,HI680854,3,5.0,3.0,3.0,2.0,7.0,7.0,2018-06-14,2018-12-01,5
2018-12-01,HI714742,1,3.0,4.0,7.0,6.0,7.0,6.0,2018-06-03,2018-12-01,5
2018-12-01,HI732386,2,3.0,4.0,4.0,7.0,6.0,5.0,2018-05-13,2018-12-01,6
2018-12-01,HI844972,1,2.0,2.0,2.0,3.0,7.0,8.0,2018-06-05,2018-12-01,5
2018-12-01,HI864084,4,3.0,3.0,5.0,5.0,4.0,8.0,2018-06-14,2018-12-01,5
2018-12-01,HI866614,7,8.0,8.0,8.0,7.0,8.0,9.0,2018-05-01,2018-12-01,7
2018-12-01,HI958817,3,3.0,1.0,2.0,5.0,4.0,7.0,2018-06-09,2018-12-01,5
2018-12-01,IK000432,3,3.0,5.0,4.0,7.0,8.0,11.0,2018-05-01,2018-12-01,7
2018-12-01,IK026319,3,3.0,4.0,5.0,6.0,7.0,5.0,2018-05-13,2018-12-01,6
2018-12-01,IK042838,7,9.0,10.0,8.0,7.0,6.0,7.0,2018-04-04,2018-12-01,7
2018-12-01,IK044135,1,4.0,4.0,4.0,6.0,7.0,8.0,2018-05-13,2018-12-01,6
2018-12-01,IK059828,1,5.0,3.0,5.0,4.0,4.0,6.0,2018-04-01,2018-12-01,8
2018-12-01,IK082424,3,3.0,4.0,5.0,7.0,7.0,7.0,2018-04-14,2018-12-01,7
2018-12-01,IK190403,3,7.0,2.0,5.0,3.0,4.0,8.0,2018-04-07,2018-12-01,7
2018-12-01,IK234815,5,7.0,5.0,7.0,7.0,9.0,7.0,2018-05-12,2018-12-01,6
2018-12-01,IK266585,9,8.0,11.0,11.0,8.0,8.0,9.0,2018-05-14,2018-12-01,6
2018-12-01,IK311371,4,3.0,1.0,5.0,6.0,10.0,7.0,2018-05-12,2018-12-01,6
2018-12-01,IK317256,3,1.0,5.0,6.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
2018-12-01,IK322778,10,8.0,8.0,7.0,7.0,10.0,10.0,2018-06-05,2018-12-01,5
2018-12-01,IK356680,8,8.0,10.0,9.0,9.0,8.0,10.0,2018-05-02,2018-12-01,6
2018-12-01,IK364005,7,9.0,10.0,8.0,7.0,9.0,12.0,2018-06-06,2018-12-01,5
2018-12-01,IK403801,3,5.0,3.0,6.0,2.0,3.0,7.0,2018-04-05,2018-12-01,7
2018-12-01,IK407687,3,1.0,3.0,3.0,3.0,7.0,7.0,2018-04-03,2018-12-01,7
2018-12-01,IK429268,7,6.0,6.0,7.0,10.0,7.0,8.0,2018-04-06,2018-12-01,7
2018-12-01,IK453226,5,8.0,7.0,6.0,8.0,8.0,7.0,2018-06-02,2018-12-01,5
2018-12-01,IK491887,2,5.0,2.0,3.0,5.0,6.0,7.0,2018-04-08,2018-12-01,7
2018-12-01,IK548249,3,4.0,6.0,4.0,6.0,8.0,10.0,2018-06-02,2018-12-01,5
2018-12-01,IK575241,3,3.0,4.0,4.0,6.0,5.0,6.0,2018-05-04,2018-12-01,6
2018-12-01,IK584824,11,12.0,8.0,8.0,5.0,7.0,8.0,2018-04-08,2018-12-01,7
2018-12-01,IK611614,8,9.0,8.0,8.0,7.0,7.0,7.0,2018-05-09,2018-12-01,6
2018-12-01,IK624245,4,4.0,2.0,2.0,2.0,7.0,7.0,2018-05-13,2018-12-01,6
2018-12-01,IK626501,9,9.0,6.0,8.0,10.0,5.0,8.0,2018-06-10,2018-12-01,5
2018-12-01,IK638789,8,7.0,8.0,8.0,8.0,8.0,8.0,2018-06-10,2018-12-01,5
2018-12-01,IK642724,6,7.0,5.0,3.0,2.0,9.0,8.0,2018-04-15,2018-12-01,7
2018-12-01,IK651569,2,3.0,2.0,5.0,4.0,8.0,9.0,2018-06-10,2018-12-01,5
2018-12-01,IK660380,3,5.0,7.0,1.0,5.0,6.0,7.0,2018-05-10,2018-12-01,6
